Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0.18,3023.067,3671.5513,3128.8639,-0.17310371,8.1331216,2.4657652,1.2931796,0.16349793,1.4061764,7.9094553,4.0578576,0.004248774
0.181,3023.0504,3671.3782,3128.8492,-0.17308529,8.1318286,2.4656017,1.2929939,0.16350229,1.406147,7.9081088,4.0587072,0.0042479973
0.182,3023.0299,3671.2051,3128.8309,-0.17306749,8.1305358,2.4654382,1.2928128,0.16350683,1.4061161,7.906782,4.0595566,0.004247226
0.183,3023.0056,3671.0321,3128.8089,-0.1730503,8.1292432,2.4652747,1.2926363,0.16351154,1.406084,7.905474,4.0604059,0.0042464598
0.184,3022.9778,3670.859,3128.7834,-0.17303367,8.1279507,2.4651112,1.292464,0.16351643,1.4060505,7.9041841,4.0612551,0.0042456986
0.185,3022.9465,3670.686,3128.7546,-0.1730176,8.1266584,2.4649477,1.2922958,0.16352149,1.4060159,7.9029116,4.062104,0.004244942
0.186,3022.9118,3670.513,3128.7227,-0.17300206,8.1253663,2.4647842,1.2921316,0.1635267,1.40598,7.9016557,4.0629529,0.00424419
0.187,3022.8741,3670.34,3128.6877,-0.17298703,8.1240743,2.4646206,1.2919712,0.16353206,1.4059431,7.9004157,4.0638016,0.0042434424
0.188,3022.8332,3670.167,3128.6498,-0.17297248,8.1227825,2.4644571,1.2918144,0.16353756,1.4059051,7.899191,4.0646501,0.004242699
0.189,3022.7895,3669.994,3128.6091,-0.17295839,8.1214909,2.4642935,1.2916611,0.1635432,1.405866,7.897981,4.0654985,0.0042419597
0.19,3022.743,3669.821,3128.5657,-0.17294475,8.1201993,2.46413,1.2915111,0.16354898,1.405826,7.8967851,4.0663467,0.0042412242
0.191,3022.6938,3669.6481,3128.5197,-0.17293154,8.118908,2.4639664,1.2913643,0.16355488,1.405785,7.8956027,4.0671948,0.0042404924
0.192,3022.6421,3669.4752,3128.4713,-0.17291874,8.1176168,2.4638029,1.2912206,0.1635609,1.4057431,7.8944333,4.0680428,0.0042397643
0.193,3022.5879,3669.3022,3128.4205,-0.17290633,8.1163257,2.4636393,1.2910798,0.16356703,1.4057004,7.8932763,4.0688906,0.0042390396
0.194,3022.5314,3669.1293,3128.3675,-0.17289429,8.1150347,2.4634757,1.2909418,0.16357328,1.4056568,7.8921312,4.0697383,0.0042383182
0.195,3022.4726,3668.9564,3128.3123,-0.17288262,8.1137439,2.4633122,1.2908065,0.16357964,1.4056124,7.8909976,4.0705858,0.0042376
0.196,3022.4116,3668.7836,3128.255,-0.1728713,8.1124533,2.4631486,1.2906738,0.16358609,1.4055672,7.8898749,4.0714332,0.004236885
0.197,3022.3486,3668.6107,3128.1957,-0.1728603,8.1111627,2.462985,1.2905436,0.16359265,1.4055214,7.8887628,4.0722804,0.0042361728
0.198,3022.2836,3668.4378,3128.1345,-0.17284963,8.1098723,2.4628214,1.2904157,0.16359929,1.4054748,7.8876608,4.0731275,0.0042354636
0.199,3022.2167,3668.265,3128.0715,-0.17283926,8.108582,2.4626578,1.2902902,0.16360603,1.4054275,7.8865686,4.0739744,0.004234757
0.2,3022.1479,3668.0921,3128.0067,-0.17282918,8.1072918,2.4624942,1.2901668,0.16361285,1.4053797,7.8854856,4.0748213,0.0042340532
0.201,3022.0775,3667.9193,3127.9403,-0.17281938,8.1060018,2.4623305,1.2900455,0.16361975,1.4053312,7.8844116,4.0756679,0.0042333518
0.202,3022.0053,3667.7465,3127.8722,-0.17280986,8.1047119,2.4621669,1.2899262,0.16362673,1.4052821,7.8833462,4.0765145,0.004232653
0.203,3021.9316,3667.5737,3127.8026,-0.17280058,8.1034221,2.4620033,1.2898088,0.16363378,1.4052324,7.882289,4.0773609,0.0042319565
0.204,3021.8563,3667.4009,3127.7315,-0.17279156,8.1021324,2.4618396,1.2896932,0.16364091,1.4051822,7.8812397,4.0782071,0.0042312623
0.205,3021.7795,3667.2281,3127.659,-0.17278277,8.1008428,2.461676,1.2895795,0.16364811,1.4051315,7.8801981,4.0790532,0.0042305702
0.206,3021.7013,3667.0553,3127.5851,-0.17277421,8.0995533,2.4615123,1.2894674,0.16365537,1.4050803,7.8791637,4.0798992,0.0042298803
0.207,3021.6218,3666.8825,3127.5099,-0.17276587,8.098264,2.4613487,1.289357,0.16366269,1.4050286,7.8781363,4.080745,0.0042291925
0.208,3021.5409,3666.7098,3127.4335,-0.17275774,8.0969747,2.461185,1.2892481,0.16367007,1.4049764,7.8771157,4.0815907,0.0042285066
0.209,3021.4588,3666.537,3127.3559,-0.17274981,8.0956856,2.4610213,1.2891407,0.16367751,1.4049238,7.8761015,4.0824363,0.0042278226
0.21,3021.3755,3666.3643,3127.2771,-0.17274207,8.0943965,2.4608576,1.2890347,0.163685,1.4048708,7.8750936,4.0832817,0.0042271405
0.211,3021.2911,3666.1915,3127.1972,-0.17273451,8.0931076,2.4606939,1.2889301,0.16369255,1.4048174,7.8740916,4.084127,0.0042264601
0.212,3021.2056,3666.0188,3127.1163,-0.17272713,8.0918188,2.4605302,1.2888269,0.16370015,1.4047636,7.8730953,4.0849722,0.0042257815
0.213,3021.119,3665.846,3127.0343,-0.17271992,8.0905301,2.4603665,1.2887248,0.16370779,1.4047095,7.8721045,4.0858172,0.0042251045
0.214,3021.0314,3665.6733,3126.9514,-0.17271287,8.0892414,2.4602028,1.288624,0.16371548,1.404655,7.871119,4.0866621,0.0042244291
0.215,3020.9428,3665.5006,3126.8675,-0.17270598,8.0879529,2.4600391,1.2885244,0.16372321,1.4046001,7.8701387,4.0875068,0.0042237552
0.216,3020.8534,3665.3279,3126.7828,-0.17269924,8.0866645,2.4598754,1.2884259,0.16373099,1.404545,7.8691632,4.0883514,0.0042230828
0.217,3020.763,3665.1552,3126.6972,-0.17269264,8.0853762,2.4597116,1.2883284,0.1637388,1.4044895,7.8681923,4.0891959,0.0042224119
0.218,3020.6717,3664.9825,3126.6107,-0.17268618,8.0840879,2.4595479,1.288232,0.16374666,1.4044337,7.8672261,4.0900403,0.0042217424
0.219,3020.5797,3664.8098,3126.5235,-0.17267985,8.0827998,2.4593841,1.2881365,0.16375455,1.4043776,7.8662641,4.0908845,0.0042210742
0.22,3020.4869,3664.6372,3126.4355,-0.17267365,8.0815117,2.4592204,1.288042,0.16376247,1.4043213,7.8653063,4.0917286,0.0042204073
0.221,3020.3933,3664.4645,3126.3468,-0.17266757,8.0802238,2.4590566,1.2879484,0.16377043,1.4042647,7.8643526,4.0925725,0.0042197417
0.222,3020.299,3664.2918,3126.2574,-0.1726616,8.0789359,2.4588928,1.2878556,0.16377842,1.4042078,7.8634027,4.0934163,0.0042190773
0.223,3020.2039,3664.1192,3126.1674,-0.17265575,8.0776482,2.458729,1.2877637,0.16378643,1.4041507,7.8624565,4.09426,0.0042184142
0.224,3020.1083,3663.9465,3126.0767,-0.17265,8.0763605,2.4585652,1.2876726,0.16379448,1.4040934,7.8615139,4.0951036,0.0042177521
0.225,3020.012,3663.7738,3125.9854,-0.17264436,8.0750729,2.4584014,1.2875822,0.16380256,1.4040359,7.8605747,4.095947,0.0042170912
0.226,3019.9151,3663.6012,3125.8935,-0.17263881,8.0737854,2.4582376,1.2874926,0.16381066,1.4039781,7.8596388,4.0967903,0.0042164313
0.227,3019.8176,3663.4286,3125.801,-0.17263336,8.072498,2.4580738,1.2874037,0.16381878,1.4039202,7.8587061,4.0976334,0.0042157725
0.228,3019.7195,3663.2559,3125.708,-0.17262801,8.0712107,2.45791,1.2873154,0.16382693,1.403862,7.8577765,4.0984765,0.0042151147
0.229,3019.6209,3663.0833,3125.6145,-0.17262273,8.0699235,2.4577461,1.2872278,0.16383511,1.4038037,7.8568499,4.0993193,0.004214458
0.23,3019.5218,3662.9107,3125.5204,-0.17261754,8.0686363,2.4575823,1.2871408,0.1638433,1.4037452,7.8559261,4.1001621,0.0042138021
0.231,3019.4221,3662.7381,3125.4259,-0.17261244,8.0673493,2.4574185,1.2870545,0.16385151,1.4036865,7.855005,4.1010047,0.0042131472
0.232,3019.322,3662.5654,3125.331,-0.1726074,8.0660623,2.4572546,1.2869686,0.16385975,1.4036277,7.8540865,4.1018472,0.0042124932
0.233,3019.2215,3662.3928,3125.2356,-0.17260245,8.0647754,2.4570907,1.2868834,0.163868,1.4035686,7.8531706,4.1026896,0.0042118401
0.234,3019.1205,3662.2202,3125.1398,-0.17259756,8.0634886,2.4569268,1.2867986,0.16387627,1.4035095,7.8522572,4.1035318,0.0042111878
0.235,3019.0191,3662.0476,3125.0435,-0.17259274,8.0622019,2.456763,1.2867144,0.16388456,1.4034502,7.8513461,4.1043739,0.0042105364
0.236,3018.9173,3661.875,3124.9469,-0.17258799,8.0609153,2.4565991,1.2866306,0.16389286,1.4033908,7.8504373,4.1052159,0.0042098858
0.237,3018.8151,3661.7025,3124.8499,-0.1725833,8.0596287,2.4564352,1.2865473,0.16390118,1.4033312,7.8495307,4.1060578,0.004209236
0.238,3018.7125,3661.5299,3124.7526,-0.17257867,8.0583423,2.4562713,1.2864645,0.16390951,1.4032715,7.8486262,4.1068995,0.0042085869
0.239,3018.6096,3661.3573,3124.6549,-0.17257409,8.0570559,2.4561073,1.286382,0.16391786,1.4032117,7.8477237,4.1077411,0.0042079386
0.24,3018.5063,3661.1847,3124.5568,-0.17256958,8.0557696,2.4559434,1.2863,0.16392621,1.4031518,7.8468232,4.1085825,0.004207291
0.241,3018.4027,3661.0122,3124.4585,-0.17256511,8.0544834,2.4557795,1.2862184,0.16393459,1.4030917,7.8459246,4.1094239,0.0042066442
0.242,3018.2988,3660.8396,3124.3599,-0.1725607,8.0531972,2.4556155,1.2861372,0.16394297,1.4030316,7.8450279,4.1102651,0.004205998
0.243,3018.1945,3660.667,3124.2609,-0.17255634,8.0519112,2.4554516,1.2860563,0.16395136,1.4029714,7.8441329,4.1111061,0.0042053525
0.244,3018.09,3660.4945,3124.1617,-0.17255202,8.0506252,2.4552876,1.2859757,0.16395977,1.402911,7.8432396,4.1119471,0.0042047077
0.245,3017.9852,3660.3219,3124.0622,-0.17254775,8.0493393,2.4551237,1.2858955,0.16396818,1.4028506,7.842348,4.1127879,0.0042040635
0.246,3017.8802,3660.1494,3123.9625,-0.17254352,8.0480535,2.4549597,1.2858157,0.1639766,1.4027901,7.841458,4.1136286,0.0042034199
0.247,3017.7749,3659.9768,3123.8625,-0.17253933,8.0467678,2.4547957,1.2857361,0.16398504,1.4027294,7.8405696,4.1144691,0.004202777
0.248,3017.6693,3659.8043,3123.7623,-0.17253519,8.0454821,2.4546317,1.2856568,0.16399348,1.4026688,7.8396826,4.1153096,0.0042021347
0.249,3017.5635,3659.6318,3123.6618,-0.17253108,8.0441965,2.4544677,1.2855778,0.16400193,1.402608,7.8387971,4.1161499,0.004201493
0.25,3017.4575,3659.4592,3123.5612,-0.17252701,8.042911,2.4543037,1.2854991,0.16401038,1.4025471,7.8379129,4.11699,0.0042008518
0.251,3017.3512,3659.2867,3123.4603,-0.17252297,8.0416256,2.4541397,1.2854206,0.16401884,1.4024862,7.8370302,4.1178301,0.0042002112
0.252,3017.2448,3659.1142,3123.3592,-0.17251897,8.0403403,2.4539756,1.2853424,0.16402731,1.4024252,7.8361487,4.11867,0.0041995712
0.253,3017.1381,3658.9417,3123.2579,-0.172515,8.039055,2.4538116,1.2852644,0.16403579,1.4023642,7.8352685,4.1195098,0.0041989317
0.254,3017.0313,3658.7691,3123.1564,-0.17251107,8.0377698,2.4536476,1.2851867,0.16404427,1.4023031,7.8343895,4.1203494,0.0041982928
0.255,3016.9242,3658.5966,3123.0548,-0.17250716,8.0364847,2.4534835,1.2851092,0.16405275,1.4022419,7.8335118,4.121189,0.0041976544
0.256,3016.817,3658.4241,3122.953,-0.17250328,8.0351997,2.4533194,1.2850319,0.16406124,1.4021807,7.8326351,4.1220284,0.0041970165
0.257,3016.7096,3658.2516,3122.851,-0.17249944,8.0339147,2.4531554,1.2849548,0.16406974,1.4021194,7.8317596,4.1228676,0.0041963791
0.258,3016.6021,3658.0791,3122.7488,-0.17249561,8.0326298,2.4529913,1.2848779,0.16407824,1.4020581,7.8308852,4.1237068,0.0041957422
0.259,3016.4944,3657.9066,3122.6465,-0.17249182,8.031345,2.4528272,1.2848011,0.16408674,1.4019967,7.8300119,4.1245458,0.0041951058
0.26,3016.3865,3657.7341,3122.5441,-0.17248805,8.0300603,2.4526631,1.2847246,0.16409525,1.4019352,7.8291395,4.1253847,0.0041944699
0.261,3016.2785,3657.5616,3122.4415,-0.1724843,8.0287757,2.452499,1.2846482,0.16410376,1.4018738,7.8282682,4.1262235,0.0041938344
0.262,3016.1703,3657.3892,3122.3388,-0.17248057,8.0274911,2.4523349,1.284572,0.16411227,1.4018122,7.8273978,4.1270621,0.0041931994
0.263,3016.0621,3657.2167,3122.236,-0.17247687,8.0262066,2.4521708,1.284496,0.16412079,1.4017507,7.8265283,4.1279006,0.0041925649
0.264,3015.9536,3657.0442,3122.133,-0.17247319,8.0249222,2.4520067,1.2844201,0.16412931,1.4016891,7.8256598,4.128739,0.0041919308
0.265,3015.8451,3656.8717,3122.0299,-0.17246953,8.0236378,2.4518425,1.2843444,0.16413783,1.4016274,7.8247921,4.1295773,0.0041912972
0.266,3015.7364,3656.6993,3121.9267,-0.17246589,8.0223536,2.4516784,1.2842688,0.16414635,1.4015657,7.8239253,4.1304154,0.004190664
0.267,3015.6277,3656.5268,3121.8234,-0.17246226,8.0210694,2.4515142,1.2841933,0.16415488,1.401504,7.8230593,4.1312534,0.0041900312
0.268,3015.5188,3656.3543,3121.7199,-0.17245866,8.0197853,2.4513501,1.284118,0.1641634,1.4014423,7.8221942,4.1320913,0.0041893989
0.269,3015.4098,3656.1819,3121.6164,-0.17245507,8.0185012,2.4511859,1.2840428,0.16417193,1.4013805,7.8213298,4.132929,0.004188767
0.27,3015.3007,3656.0094,3121.5128,-0.1724515,8.0172172,2.4510217,1.2839677,0.16418046,1.4013187,7.8204663,4.1337667,0.0041881355
0.271,3015.1915,3655.837,3121.409,-0.17244795,8.0159334,2.4508575,1.2838928,0.16418899,1.4012568,7.8196034,4.1346042,0.0041875044
0.272,3015.0822,3655.6645,3121.3052,-0.17244441,8.0146495,2.4506933,1.2838179,0.16419752,1.401195,7.8187413,4.1354415,0.0041868737
0.273,3014.9728,3655.4921,3121.2013,-0.17244089,8.0133658,2.4505291,1.2837432,0.16420605,1.4011331,7.81788,4.1362788,0.0041862434
0.274,3014.8634,3655.3196,3121.0973,-0.17243738,8.0120821,2.4503649,1.2836686,0.16421458,1.4010711,7.8170193,4.1371159,0.0041856135
0.275,3014.7538,3655.1472,3120.9932,-0.17243389,8.0107985,2.4502007,1.283594,0.16422312,1.4010092,7.8161593,4.1379529,0.004184984
0.276,3014.6442,3654.9748,3120.8891,-0.17243041,8.009515,2.4500364,1.2835196,0.16423165,1.4009472,7.8153,4.1387898,0.0041843549
0.277,3014.5345,3654.8023,3120.7849,-0.17242694,8.0082316,2.4498722,1.2834453,0.16424018,1.4008852,7.8144413,4.1396265,0.0041837262
0.278,3014.4247,3654.6299,3120.6806,-0.17242349,8.0069482,2.4497079,1.283371,0.16424871,1.4008232,7.8135833,4.1404631,0.0041830978
0.279,3014.3148,3654.4575,3120.5762,-0.17242004,8.0056649,2.4495437,1.2832968,0.16425725,1.4007612,7.8127258,4.1412996,0.0041824698
0.28,3014.2049,3654.2851,3120.4718,-0.17241661,8.0043817,2.4493794,1.2832227,0.16426578,1.4006992,7.811869,4.142136,0.0041818422
0.281,3014.0949,3654.1126,3120.3672,-0.17241319,8.0030985,2.4492152,1.2831487,0.16427431,1.4006371,7.8110128,4.1429722,0.004181215
0.282,3013.9848,3653.9402,3120.2627,-0.17240978,8.0018155,2.4490509,1.2830748,0.16428284,1.400575,7.8101572,4.1438084,0.0041805881
0.283,3013.8747,3653.7678,3120.1581,-0.17240638,8.0005325,2.4488866,1.2830009,0.16429137,1.4005129,7.8093021,4.1446444,0.0041799616
0.284,3013.7645,3653.5954,3120.0534,-0.172403,7.9992495,2.4487223,1.2829271,0.1642999,1.4004508,7.8084476,4.1454802,0.0041793354
0.285,3013.6543,3653.423,3119.9486,-0.17239962,7.9979667,2.448558,1.2828534,0.16430842,1.4003886,7.8075937,4.146316,0.0041787096
0.286,3013.544,3653.2506,3119.8438,-0.17239625,7.9966839,2.4483937,1.2827798,0.16431695,1.4003265,7.8067403,4.1471516,0.0041780841
0.287,3013.4336,3653.0782,3119.739,-0.17239289,7.9954012,2.4482293,1.2827062,0.16432548,1.4002643,7.8058874,4.1479871,0.004177459
0.288,3013.3232,3652.9058,3119.6341,-0.17238953,7.9941186,2.448065,1.2826326,0.164334,1.4002022,7.805035,4.1488224,0.0041768342
0.289,3013.2127,3652.7334,3119.5291,-0.17238619,7.992836,2.4479006,1.2825592,0.16434252,1.40014,7.8041832,4.1496577,0.0041762098
0.29,3013.1022,3652.561,3119.4241,-0.17238286,7.9915535,2.4477363,1.2824857,0.16435105,1.4000778,7.8033318,4.1504928,0.0041755857
0.291,3012.9917,3652.3887,3119.3191,-0.17237953,7.9902711,2.4475719,1.2824124,0.16435957,1.4000156,7.802481,4.1513278,0.004174962
0.292,3012.8811,3652.2163,3119.214,-0.17237621,7.9889888,2.4474076,1.2823391,0.16436808,1.3999534,7.8016306,4.1521627,0.0041743386
0.293,3012.7704,3652.0439,3119.1089,-0.1723729,7.9877065,2.4472432,1.2822658,0.1643766,1.3998911,7.8007807,4.1529974,0.0041737155
0.294,3012.6597,3651.8715,3119.0037,-0.17236959,7.9864243,2.4470788,1.2821926,0.16438512,1.3998289,7.7999312,4.153832,0.0041730927
0.295,3012.549,3651.6992,3118.8985,-0.17236629,7.9851422,2.4469144,1.2821194,0.16439363,1.3997667,7.7990823,4.1546665,0.0041724703
0.296,3012.4382,3651.5268,3118.7933,-0.172363,7.9838601,2.44675,1.2820463,0.16440214,1.3997044,7.7982337,4.1555009,0.0041718482
0.297,3012.3274,3651.3544,3118.688,-0.17235971,7.9825782,2.4465856,1.2819732,0.16441065,1.3996422,7.7973856,4.1563351,0.0041712264
0.298,3012.2166,3651.1821,3118.5827,-0.17235644,7.9812963,2.4464212,1.2819002,0.16441916,1.3995799,7.796538,4.1571693,0.004170605
0.299,3012.1057,3651.0097,3118.4773,-0.17235316,7.9800144,2.4462568,1.2818272,0.16442766,1.3995176,7.7956908,4.1580032,0.0041699839
0.3,3011.9948,3650.8374,3118.3719,-0.1723499,7.9787327,2.4460923,1.2817542,0.16443616,1.3994553,7.794844,4.1588371,0.0041693631
0.301,3011.8839,3650.665,3118.2665,-0.17234663,7.977451,2.4459279,1.2816813,0.16444466,1.3993931,7.7939977,4.1596709,0.0041687426
0.302,3011.7729,3650.4927,3118.1611,-0.17234338,7.9761694,2.4457634,1.2816084,0.16445316,1.3993308,7.7931517,4.1605045,0.0041681224
0.303,3011.6619,3650.3203,3118.0556,-0.17234013,7.9748879,2.445599,1.2815356,0.16446166,1.3992685,7.7923062,4.161338,0.0041675026
0.304,3011.5509,3650.148,3117.9501,-0.17233688,7.9736064,2.4454345,1.2814628,0.16447015,1.3992062,7.7914611,4.1621714,0.004166883
0.305,3011.4398,3649.9756,3117.8445,-0.17233364,7.972325,2.44527,1.28139,0.16447864,1.3991439,7.7906163,4.1630046,0.0041662638
0.306,3011.3287,3649.8033,3117.739,-0.17233041,7.9710437,2.4451055,1.2813173,0.16448713,1.3990816,7.789772,4.1638378,0.0041656449
0.307,3011.2176,3649.631,3117.6334,-0.17232718,7.9697624,2.444941,1.2812446,0.16449562,1.3990192,7.7889281,4.1646708,0.0041650263
0.308,3011.1064,3649.4587,3117.5278,-0.17232395,7.9684813,2.4447765,1.2811719,0.1645041,1.3989569,7.7880845,4.1655036,0.004164408
0.309,3010.9953,3649.2863,3117.4221,-0.17232073,7.9672002,2.444612,1.2810992,0.16451259,1.3988946,7.7872413,4.1663364,0.00416379
0.31,3010.8841,3649.114,3117.3165,-0.17231751,7.9659191,2.4444475,1.2810266,0.16452106,1.3988323,7.7863986,4.167169,0.0041631723
0.311,3010.7728,3648.9417,3117.2108,-0.1723143,7.9646382,2.444283,1.280954,0.16452954,1.39877,7.7855561,4.1680015,0.0041625549
0.312,3010.6616,3648.7694,3117.1051,-0.17231109,7.9633573,2.4441184,1.2808814,0.16453801,1.3987076,7.7847141,4.1688339,0.0041619378
0.313,3010.5503,3648.5971,3116.9993,-0.17230788,7.9620765,2.4439539,1.2808088,0.16454649,1.3986453,7.7838724,4.1696662,0.004161321
0.314,3010.439,3648.4248,3116.8936,-0.17230468,7.9607958,2.4437893,1.2807363,0.16455495,1.398583,7.7830311,4.1704983,0.0041607045
0.315,3010.3277,3648.2525,3116.7878,-0.17230149,7.9595151,2.4436248,1.2806638,0.16456342,1.3985206,7.7821901,4.1713304,0.0041600883
0.316,3010.2164,3648.0802,3116.682,-0.17229829,7.9582345,2.4434602,1.2805913,0.16457188,1.3984583,7.7813495,4.1721622,0.0041594725
0.317,3010.105,3647.9079,3116.5762,-0.1722951,7.956954,2.4432956,1.2805189,0.16458034,1.3983959,7.7805093,4.172994,0.0041588569
0.318,3009.9936,3647.7356,3116.4703,-0.17229192,7.9556735,2.443131,1.2804464,0.1645888,1.3983336,7.7796694,4.1738257,0.0041582416
0.319,3009.8823,3647.5633,3116.3645,-0.17228873,7.9543932,2.4429664,1.280374,0.16459725,1.3982713,7.7788299,4.1746572,0.0041576266
0.32,3009.7708,3647.391,3116.2586,-0.17228555,7.9531129,2.4428018,1.2803016,0.1646057,1.3982089,7.7779907,4.1754886,0.0041570119
0.321,3009.6594,3647.2187,3116.1527,-0.17228238,7.9518326,2.4426372,1.2802293,0.16461415,1.3981466,7.7771518,4.1763199,0.0041563975
0.322,3009.548,3647.0464,3116.0468,-0.1722792,7.9505525,2.4424726,1.2801569,0.1646226,1.3980842,7.7763133,4.177151,0.0041557834
0.323,3009.4365,3646.8741,3115.9409,-0.17227603,7.9492724,2.4423079,1.2800846,0.16463104,1.3980219,7.7754751,4.1779821,0.0041551696
0.324,3009.325,3646.7019,3115.8349,-0.17227287,7.9479924,2.4421433,1.2800122,0.16463948,1.3979596,7.7746373,4.178813,0.004154556
0.325,3009.2135,3646.5296,3115.729,-0.1722697,7.9467124,2.4419787,1.2799399,0.16464792,1.3978972,7.7737998,4.1796438,0.0041539428
0.326,3009.102,3646.3573,3115.623,-0.17226654,7.9454326,2.441814,1.2798677,0.16465635,1.3978349,7.7729626,4.1804744,0.0041533299
0.327,3008.9905,3646.185,3115.517,-0.17226338,7.9441528,2.4416493,1.2797954,0.16466478,1.3977725,7.7721257,4.181305,0.0041527172
0.328,3008.8789,3646.0128,3115.411,-0.17226023,7.9428731,2.4414847,1.2797231,0.16467321,1.3977102,7.7712892,4.1821354,0.0041521048
0.329,3008.7674,3645.8405,3115.305,-0.17225707,7.9415934,2.44132,1.2796509,0.16468163,1.3976478,7.770453,4.1829657,0.0041514928
0.33,3008.6558,3645.6683,3115.199,-0.17225392,7.9403138,2.4411553,1.2795787,0.16469006,1.3975855,7.7696171,4.1837959,0.004150881
0.331,3008.5442,3645.496,3115.0929,-0.17225078,7.9390343,2.4409906,1.2795065,0.16469848,1.3975232,7.7687816,4.1846259,0.0041502695
0.332,3008.4326,3645.3238,3114.9869,-0.17224763,7.9377549,2.4408259,1.2794343,0.16470689,1.3974608,7.7679463,4.1854559,0.0041496582
0.333,3008.321,3645.1515,3114.8808,-0.17224449,7.9364755,2.4406612,1.2793621,0.1647153,1.3973985,7.7671114,4.1862857,0.0041490473
0.334,3008.2093,3644.9793,3114.7747,-0.17224135,7.9351962,2.4404964,1.2792899,0.16472371,1.3973361,7.7662768,4.1871154,0.0041484367
0.335,3008.0977,3644.807,3114.6686,-0.17223821,7.933917,2.4403317,1.2792178,0.16473212,1.3972738,7.7654425,4.1879449,0.0041478263
0.336,3007.986,3644.6348,3114.5625,-0.17223508,7.9326379,2.440167,1.2791457,0.16474052,1.3972115,7.7646086,4.1887744,0.0041472162
0.337,3007.8744,3644.4626,3114.4564,-0.17223194,7.9313588,2.4400022,1.2790735,0.16474892,1.3971491,7.7637749,4.1896037,0.0041466064
0.338,3007.7627,3644.2903,3114.3502,-0.17222881,7.9300798,2.4398375,1.2790014,0.16475732,1.3970868,7.7629415,4.1904329,0.0041459969
0.339,3007.651,3644.1181,3114.2441,-0.17222568,7.9288009,2.4396727,1.2789293,0.16476571,1.3970245,7.7621085,4.191262,0.0041453877
0.34,3007.5393,3643.9459,3114.1379,-0.17222256,7.927522,2.4395079,1.2788572,0.1647741,1.3969621,7.7612758,4.1920909,0.0041447787
0.341,3007.4276,3643.7736,3114.0317,-0.17221943,7.9262432,2.4393431,1.2787852,0.16478249,1.3968998,7.7604433,4.1929198,0.0041441701
0.342,3007.3158,3643.6014,3113.9256,-0.17221631,7.9249645,2.4391784,1.2787131,0.16479087,1.3968375,7.7596112,4.1937485,0.0041435617
